SMILES,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,fold
CCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25,1.356547324,40.1,0.00000201,0.826138839,31.7,1.96,6
CCCCCCCCCCCCCCCCOc1ccc(C[n+]2ccn(C)c2)cc1.[Br-],cationic,,4.9100948885606,37.9,0.00000639,,,,0
CCCCCCCCCCCCCCOc1ccc(C[n+]2ccn(C)c2)cc1.[Br-],cationic,,4.09854167860389,35.8,0.00000349,,,,0
CCCCCCCCCCCCOc1ccc(C[n+]2ccn(C)c2)cc1.[Br-],cationic,,4.73754891026957,37.9,0.0000035,,,,0
CCCCCCCCCCOc1ccc(C[n+]2ccn(C)c2)cc1.[Br-],cationic,,3.90308998699194,39,0.0000077,,,,0
CCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1ccccc1.[Cl-],cationic,25,2.954677021,33.3,0.00000209,0.79,38.7,3.73,0
CCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1ncccn1.[Cl-],cationic,25,2.216096421,39.6,0.00000167,0.99,32.4,2.87,0
CCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1nccs1.[Cl-],cationic,25,2.619788758,35.1,0.00000147,1.13,36.87,3.63,0
CCCCCCCCCCCCCCCC[N+](C)(C)CCN=Cc1ccc(OC)c(OC)c1.[Br-],cationic,25,3.638272164,36.7,0.00000083,0.22,35.15,5.08,0
CCCCCCCCCCCC[N+](C)(C)CCN=Cc1ccc(OC)c(OC)c1.[Br-],cationic,25,3.329754147,32.8,0.00000099,1.68,38.97,4.93,0
CCCCCCCC[N+](C)(C)CCN=Cc1ccc(OC)c(OC)c1.[Br-],cationic,25,3.09420412,34.7,0.00000101,1.65,37.07,4.53,0
CCCCCCCCCCCCCCCCOC(=O)C[N+]1(C)CCCC1.[Br-],cationic,25,3.508638306,37.1,0.00000185,0.9,34.68,4.21,0
CCCCCCCCCCCCCCCCOC(=O)C[N+]1(C)CCCC1.[Cl-],cationic,25,3.431798276,41,0.00000277,0.6,30.78,3.85,0
CCCCCCCCCCCCCCOC(=O)C[N+]1(C)CCCC1.[Br-],cationic,25,2.970616222,32.1,0.00000155,1.07,39.68,4.08,0
CCCCCCCCCCCCCCOC(=O)C[N+]1(C)CCCC1.[Cl-],cationic,25,2.841637508,35.5,0.000002,0.83,36.28,3.55,0
CCCCCCCCCCCCCCCCCCN=Cc1ccc([N+](C)(CC)CC)cc1.[I-],cationic,25,2.899629455,36.8,0.00000631,0.26,35,3.110599743,0
CCCCCCCCCCCCCCCCN=Cc1ccc([N+](C)(CC)CC)cc1.[I-],cationic,25,3.13667714,33,0.00000614,0.27,44,3.407691496,0
CCCCCCCCCC[N+](CCO)(CCO)CCO.[Br-],cationic,20,1.782516056,28.9,0.00000168,1.24,42.4,2.79,0
CCCCCCCCCC[NH+](C)CCO.[Br-],cationic,20,1.818156412,27.5,0.000002,1.05,45.9,2.71,1
CCCCCCCCCC[NH2+]CCO.[Br-],cationic,20,1.431798276,33,0.00000131,1.27,39.3,2.6,1
CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[Cl-],cationic,25,6.320572103,46.1,0.00000426,0.39,25.9,6.441868942,1
CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[Cl-],cationic,25,5.279840697,47.8,0.00000106,1.57,24.2,5.62685749,1
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)CO.[Cl-],cationic,25,2.913640169,40,0.0000027,0.8,31.78,3.57,1
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25,3.193820026,34.8,0.00000405,0.41,37.2,3.7,8
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],cationic,25,2.040958608,43.2,0.00000133,1.25,28.8,5.04,1
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],cationic,25,3.602059991,42.3,0.00000185,0.89,29.7,4.04,1
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],cationic,25,2.844663963,42,0.00000196,0.85,30,3.29,1
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],cationic,25,2.076238039,42,0.00000219,0.76,30,2.51,1
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25,3.591760035,29.2,0.000000951,1.75,43.27,5.86,1
CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25,3.966576245,32.3,0.000000756,2.2,40.19,6.17,1
CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25,4.346787486,41.5,0.000000446,3.39,30.96,6.14,1
CCCCCCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCCCC1.[I-],cationic,25,3.721246399,34.6,0.00000224,0.74,37.18,4.29,1
CCCCCCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCOCC1.[I-],cationic,25,3.431798276,36.5,0.00000216,0.77,35.28,4.15,1
CCCCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCCCC1.[I-],cationic,25,3.552841969,36.5,0.00000205,0.81,35.28,3.93,1
CCCCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCOCC1.[I-],cationic,25,3.214670165,38.1,0.00000193,0.86,33.68,3.83,1
CCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCCCC1.[I-],cationic,25,3.397940009,38.9,0.00000198,0.84,32.88,3.67,1
CCCCCCCCCCCC[N+](C)(C)NC(=O)CCC(=O)N1CCOCC1.[I-],cationic,25,3.050609993,40.2,0.00000187,0.89,31.58,3.52,1
CCCCCCC1(CCCCCC)OCC(C[N+](C)(C)C)O1.[Br-],cationic,25,2.059981845,29.2,0.00000198,0.84,42.6,3.068483753,2
CCCCCCCCC1(C)OCC(C[N+](C)(C)C)O1.[Br-],cationic,25,1.640164518,33.4,0.00000193,0.86,38.4,2.484203884,2
CCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],cationic,25,1.910094889,31.57,0.00000171,0.97,40.4,2.956450539,2
CCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],cationic,,1.9100948885606,31.4,0.00000171,,,,2
CCCCCCCCCCC1(C)OCC(C[N+](C)(C)C)O1.[Br-],cationic,25,2.232102384,34.5,0.00000199,0.83,37.3,3.002282035,2
CCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],cationic,25,2.519993057,30.77,0.00000169,0.98,41.2,3.620189806,2
CCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],cationic,25,3.070581074,30.6,0.00000166,1,41.5,4.199629977,2
CCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],cationic,,3.07058107428571,30.3,0.00000166,,,,2
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCOCC3)c(O)c21.[Br-],cationic,25,3.795880017,47.5,0.00000296,5.91,24.5,3.12,2
CCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCOCC3)c(O)c21.[Br-],cationic,25,4,45,0.00000289,5.75,27,3.04,2
CCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCCCC3)c(O)c21.[Br-],cationic,25,3,43,0.00000525,3.16,29,5.53,2
CCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCOCC3)c(O)c21.[Br-],cationic,25,3.602059991,43.5,0.00000423,3.93,28.5,4.45,2
CCCCCCCCCCCC[N+](CCC)(CCC)CCC.[Br-],cationic,25,2.070581074,39,0.00000238,0.7,33,2.548961568,2
CCCCCCCCCCCC[N+](CCCC)(CCCC)CCCC.[Br-],cationic,25,2.346787486,35.5,0.00000245,0.68,36.5,2.936614864,2
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],cationic,25,4.15490196,25,0.0000029,0.57,46,4.970305953,8
CCCCCCCCCCCCCCCCOCC(O)C[n+]1ccn(C)c1.[Br-],cationic,25,3.568636236,40.7,0.00000208,0.8,31.08,4,2
CCCCCCCCCCCCCCCCOCC(O)C[n+]1ccn(C)c1.[Cl-],cationic,25,2.872895202,42,0.00000173,0.96,29.78,3.75,2
CCCCCCCCCCCCCCOCC(O)C[n+]1ccn(C)c1.[Br-],cationic,25,3.455931956,29.3,0.00000189,0.88,42.48,3.9,2
CCCCCCCCCCCCOCC(O)C[n+]1ccn(C)c1.[Br-],cationic,25,2.931814138,21.9,0.00000189,0.88,49.88,3.7,3
CCCCCCCCCCCCOCC(O)C[n+]1ccn(C)c1.[Cl-],cationic,25,2.43062609,23.2,0.00000179,0.93,48.58,3.91,3
C[N+](C)(CCO)CCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C.[Cl-],cationic,25,1.943095149,21.2,0.00000101,1.65,51.3,4.613864663,3
C[N+]1(CCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)CCCC1.[Cl-],cationic,25,2.244125144,20,0.00000124,1.34,52.5,4.504265245,3
Cn1cc[n+](CCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)c1.[Cl-],cationic,25,2.13076828,20.4,0.00000084,1.98,52.1,5.425460605,3
CCCCCCCCCCCC[N+](C)(C)C.[Cl-],cationic,25,1.80966830182971,40.5,0.00000439,0.38,31.5,2.64,3
CCCCCCCCCCC(O)Cn1cc[n+](CCO)c1.[Br-],cationic,25,2.990974258,28.3,0.00000213,0.78,44.07,3.91,3
CCCCCCCCCCC(O)Cn1cc[n+](CCO)c1.[Cl-],cationic,25,2.521433504,31.26,0.0000021,0.79,41.14,3.4,3
CCCCCCCCCCCCC(O)Cn1cc[n+](CCO)c1.[Cl-],cationic,25,2.640164518,36,0.00000388,0.42,36.37,3.01,3
CCCCCCCCCCCCCCC(O)Cn1cc[n+](CCO)c1.[Br-],cationic,25,3.356547324,36.85,0.00000302,0.55,35.55,3.7,3
CCCCCCCCCCCCCCC(O)Cn1cc[n+](CCO)c1.[Cl-],cationic,25,2.991399828,37.38,0.00000302,0.55,35.02,3.39,3
C=CC(=O)OCC[N+](C)(C)CCCCCCCCCCCC.[Br-],cationic,25,2.384049948,43.1,0.00000234,0.72,28.9,2.717154998,3
C=CC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-],cationic,25,2.899629455,42.8,0.00000231,0.72,29.2,3.248434626,3
C=CC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],cationic,25,3.075720714,43.2,0.00000231,0.72,28.8,3.409360443,3
CCCCCCCCCCCCCCCC[N+](CC)(CC)CCO.[Br-],cationic,25,3.06550154875643,43.8,0.00000093,,,,3
CCCCCCCCCCCCCC[N+](CC)(CC)CCO.[Br-],cationic,25,2.42021640338319,43.3,0.00000203,,,,3
CCCCCCCCCCCCCC[N+](C)(CCO)CCCNC(=O)[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO.[Br-],cationic,25,2.32330639,28.2,0.00000145,1.14,43.7,3.69,3
CCCCCCCCCCCC[N+](C)(CCO)CCCNC(=O)[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO.[Br-],cationic,25,2.777283529,29.6,0.00000213,0.72,42.4,3.69,3
CCCCCCCCCC[N+](C)(CCO)CCCNC(=O)[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO.[Br-],cationic,25,3.173925197,28.2,0.0000024,0.69,43.8,4.1,3
CCCCCCCCCC[N+](C)(C)C.[Br-],cationic,25,2.322393047,36.2,0.00000302,0.55,35.77,2.780595291,8
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],cationic,25,3.008773924,37,0.00000424,0.39,35,3.318610347,8
CCCCCCCCCCCC[N+](C)(C)C.[Br-],cationic,25,1.853871964,35.8,0.00000342,0.49,36.17,2.268726627,8
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(C=Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1.[Br-],cationic,20,3.397940009,37,0.0000008,0.206,34,3.5,4
CCCCCCCCCCCC[N+](C)(C)c1ccc(C=Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1.[Br-],cationic,20,3.389339837,39,0.00000092,0.18,33,4.8,4
CCCCCCCC[N+](C)(C)c1ccc(C=Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1.[Br-],cationic,20,3.36552273,41.3,0.00000098,0.169,31,4.1,4
CCCCCCCCCCCC[N+](C)(C)C(C)C(O)c1ccccc1.[Br-],cationic,30,2.40340290437354,31.8,0.00000199,,,,4
CCCCCCCCCCCC[n+]1ccc(C)c2ccccc21.[Cl-],cationic,25,2.110138279,47.2,0.0000018,0.92,24.8,3.52,4
CCCCCCCCCCCC[n+]1ccc(C)cc1.[Cl-],cationic,25,1.790484985,44.2,0.0000027,0.62,27.77,2.09,4
CCCCCCCCCCCC[N+](C)(C)CCOC(C)=O.[Br-],cationic,25,1.924818145,37.3,0.00000201,0.83,34.7,2.9,5
CCCC=NCCC[N+](C)(C)CCCCCCCCCC.[Br-],cationic,25,2.798876103,31.7,0.00000159,1.04,40.1,4.82,5
CCCC=NCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],cationic,25,3.112945622,30,0.00000149,1.11,41.79,5.23,5
CCCC=NCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],cationic,25,4.075204004,37.5,0.00000136,1.22,34.29,6,5
CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Br-],cationic,25,4.27572413,50.5,0.00000118,0.93,21.74,1.8,5
CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Cl-],cationic,25,4.173925197,54.2,0.00000111,0.88,17.97,1.96,5
CCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Br-],cationic,25,3.826813732,35.9,0.00000166,1.14,36.32,1.31,5
CCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Cl-],cationic,25,3.772113295,31.5,0.00000155,1.13,40.69,1.33,5
CCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Br-],cationic,25,3.595166283,27.7,0.00000193,1.55,44.49,0.83,5
CCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Cl-],cationic,25,3.400116928,34.9,0.00000187,1.59,37.32,0.75,5
CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCC.[Br-],cationic,25,3.373659633,33.8,0.00000087,1.9,37.98,5.21,5
CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],cationic,25,3.66756154,31.6,0.00000085,1.95,40.19,5.8,5
CCCCCCCCCCCC[N+]1(C)CCCC1=NCCO.[Br-],cationic,25,2.508638306,33.9,0.00000284,0.58,37.88,3.066809349,5
CCCCCCCCCCCC[N+]1(C)CCCC1=NCCc1ccccc1.[Br-],cationic,25,2.542118103,33.1,0.00000299,0.56,38.68,3.095720145,5
CCCCCCCCCCCC[N+]1(C)CCCC1=Nc1ccc(O)cc1.[Br-],cationic,25,2.580044252,29,0.00000313,0.53,42.78,3.223606509,5
CCCCCCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],cationic,25,3.08249449,34,0.00000085,1.95,37.79,4.92,5
CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],cationic,25,2.400007822,35,0.00000082,2.08,36.83,3.2,5
CCCCCCCC[N+](C)(C)CCOCCO.[Br-],cationic,25,2.764724123,35.9,0.0000008,2.02,35.93,4.58,5
CCCCCCCCC[N+](CCO)(CCO)CCO.[Br-],cationic,25,2.970616222,24.1,0.00000262,0.63,47.9,3.9,5
CCCCCCCCC[N+](CCO)(CCO)CCO.[I-],cationic,25,3.022276395,28.4,0.00000216,0.77,43.6,4.05,5
CCCCCCCCC[NH+](CCO)CCO.[Br-],cationic,25,2.913640169,27.9,0.00000227,0.73,44.1,3.8,5
CCCCCCCCC[NH+](CCO)CCO.[I-],cationic,25,2.958607315,28.8,0.00000214,0.78,43.2,3.87,5
CCCCCCCCC[NH2+]CCO.[Br-],cationic,25,2.838631998,30,0.00000145,1.15,42,4.4,5
CCCCCCCCC[NH2+]CCO.[I-],cationic,25,2.66756154,30.6,0.00000153,1.09,41.4,4.27,5
CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)CCOCCO.[Cl-],cationic,20,3.164943898,27.7,0.0000011,1.51,44.3,5.06,5
CCCCCCCCCCCCOC(=O)C[N+](C)(C)CCOCCO.[Cl-],cationic,20,3.01188716,30,0.00000112,1.48,42,4.83,5
CCCCCCCCCCOC(=O)C[N+](C)(C)CCOCCO.[Cl-],cationic,20,2.707743929,31.4,0.00000113,1.46,40.6,4.48,5
CCCCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],cationic,25,2.899629455,33.3,0.00000188,0.89,38.7,3.75,5
CCCCCCCCCCCCCC[N+](CC(C)O)(CC(C)O)CC(C)O.[Br-],cationic,25,3.671620397,37.7,0.00000188,0.89,34.3,4.44,5
CCCCCCCCCCCCCC[N+](CCO)(CC(C)O)CC(C)O.[Br-],cationic,25,3.657577319,37.7,0.00000157,1.06,34.3,4.47,5
CCCCCCCCCCCCCC[N+](CCO)(CCO)CC(C)O.[Br-],cationic,25,3.643974143,36.1,0.00000197,0.84,35.9,4.44,5
CCCCCCCCCCCCCC[N+](CCO)(CCO)CCO.[Br-],cationic,25,3.232102384,29.6,0.00000173,0.96,42.4,4.32,6
CCCCCCCCCCCCCC[NH+](C)CCO.[Br-],cationic,25,3.54668166,30.8,0.00000197,0.84,41.2,4.49,6
CCCCCCCCCCCCCC[NH+](CCO)CCO.[Br-],cationic,25,3.184422252,27.8,0.00000167,0.99,44.2,4.46,6
CCCCCCCCCCCC[n+]1ccc(C)c2ccccc21.[Br-],cationic,25,2.366531544,42.3,0.00000196,0.85,29.7,2.83,6
CCCCCCCCCCCC[n+]1ccc(C)cc1.[Br-],cationic,25,2.055517328,40.7,0.00000243,0.68,31.3,2.5,6
CCCCCCCCCCCCc1cc[n+](C)cc1.[Br-],cationic,25,2.327902142,39.7,0.00000294,0.56,32.3,2.72,6
CCCCCCCCCCCCn1cc[n+](C)c1.[Br-],cationic,25,1.962573502,39.4,0.00000191,0.868,33.6,2.67,7
CCCCCCCCCCn1cc[n+](C)c1.[Br-],cationic,25,1.962573502,39.7,0.00000172,0.967,33.3,2.15,7
CCCCCCCCCCCC(=O)OCC(O)CN(CCCCC([NH3+])C(=O)OC)CC(O)CO.[Cl-],cationic,25,3.69897000433602,33,0.0000028,0.58,,,7
CCCCCCCCCCCC(=O)OCC(O)CN(CCCCC([NH3+])C(=O)OC)CC(O)COC(=O)CCCCCCCCCCC.[Cl-],cationic,25,4.52287874528034,24.5,0.000005,0.33,,,7
CCCCCCCCCCCCCC(=O)OCC(O)CN(CCCCC([NH3+])C(=O)OC)CC(O)CO.[Cl-],cationic,25,4.15490195998574,31,0.0000025,0.66,,,7
CCCCCCCCCCCCCC(=O)OCC(O)CN(CCCCC([NH3+])C(=O)OC)CC(O)COC(=O)CCCCCCCCCCCCC.[Cl-],cationic,25,4.22184874961636,25,0.0000088,0.19,,,7
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cccc(OC)c1.[Cl-],cationic,25,4.442492798,42.5,0.00000125,1.33,29.5,5.34,7
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25,4.27572413,40.3,0.00000123,1.35,31.7,5.14,7
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cccc(OC)c1.[Cl-],cationic,25,3.508638306,42.1,0.0000015,1.1,29.9,4.3,7
CCCCCCCCCCCCCC[N+](C)(C)Cc1cccc(OC)c1.[Cl-],cationic,25,2.920818754,41.8,0.00000177,0.94,30.2,3.44,7
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25,2.725842151,39.2,0.00000159,1.05,32.8,3.37,7
CCCCCCCCCCCC[N+](C)(C)Cc1cccc(OC)c1.[Cl-],cationic,25,2.337242168,40.7,0.00000214,0.78,31.3,2.82,7
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25,2.055517328,38,0.00000164,1.01,34,2.85,8
CCCCCCCCCCCCCCCCNC(=O)C[N+](C)(C)CCNC(=O)COc1ccccc1.[Cl-],cationic,25,4.336299075,39.8,0.00000188,0.88,32.2,4.9,7
CCCCCCCCCCCCCCNC(=O)C[N+](C)(C)CCNC(=O)COc1ccccc1.[Cl-],cationic,25,3.68613278,37.8,0.00000145,1.14,34.2,4.6,7
CCCCCCCCCCCCNC(=O)C[N+](C)(C)CCNC(=O)COc1ccccc1.[Cl-],cationic,25,3.088842391,35.8,0.00000192,0.86,36.2,3.9,7
CCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC)c12.[Br-],cationic,25,1.301029996,36,0.000000692,2.4,36,3,7
CCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC)c12.[Br-],cationic,25,1.37675071,45,0.000000784,2.12,27,2.337242168,7
CCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC)c12.[Br-],cationic,25,1.698970004,49,0.000000799,2.08,26,2.585026652,7
CCCCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC)c12.[Br-],cationic,25,1.823908741,47,0.000000873,1.9,23,2.22184875,7
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCC.[Cl-],cationic,25,3.35457773065091,41.02,0.00000264,0.63,,,7
CCCCCCCCCCCCCCCCCCOC(=O)[N+](CC)(CC)CC.[I-],cationic,25,2.288192771,35,0.00000151,1.1,36.78,2.39,7
CCCCCCCCCCCCCCCCOC(=O)[N+](CC)(CC)CC.[I-],cationic,25,2.259637311,33,0.00000142,1.17,38.78,2.36,8
CCCCCCCCCCCCOC(=O)[N+](CC)(CC)CC.[I-],cationic,25,2.200659451,25,0.0000013,1.28,46.78,2.3,8
CCCCCCCCCCCCCCCCc1cc[nH+]cc1.[Cl-],cationic,25,3.045757491,,,,,,0
CCCCCCCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25,2.886056648,,,,,,0
CCCCCCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25,2.568636236,,,,,,0
CCCCCCCCCCCCCCc1cc[nH+]cc1.[Cl-],cationic,25,2.455931956,,,,,,0
CCCCCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25,2.27572413,,,,,,0
CCCCCCCCCCCC[N+](CCO)(CCO)CCO.[Cl-],cationic,25,1.602059991,37.8,,,34.17,,0
CCCCCCCCCCCC[NH+](CCO)CCO.[Cl-],cationic,25,1.443697499,39.8,,,32.17,,0
CCCCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25,1.943095149,,,,,,0
CCCCCCCCCCCCc1cc[nH+]cc1.[Cl-],cationic,25,1.769551079,,,,,,0
CCCCCCCCCCCCc1cc[nH+]cc1.[I-],cationic,25,2.27572413,,,,,,0
CCCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25,1.677780705,,,,,,0
CCCCCCCCCCc1cc[nH+]cc1.[Br-],cationic,25,2.356547324,,,,,,0
CCCCCCCCCc1ccc(OCC(O)C[N+](C)(C)C)cc1.[Br-],cationic,25,2.32790214206428,29.5,,,,,0
CCCCCCCCC(CCCCCC)C[N+](C)(C)C.[Cl-],cationic,25,2.229147988,26.2,0.00000142,1.17,45.8,3.74,0
CCCCCCCCCCCC[NH+](C)CC(C)O.[I-],cationic,25,2.58502665202918,28.1,0.00000255,0.65,43.9,3.39,1
CCCCCCCCCCCC[NH+](CC)CC(C)O.[Br-],cationic,25,2.88605664769316,27.4,0.00000281,0.59,44.6,3.61,1
CCCCCCCCCCCC[NH+](CCC)CC(C)O.[Br-],cationic,25,2.95467702121334,26.2,0.00000286,0.58,45.8,3.72,1
CCCCCCCCCCCC[NH2+]CC(C)O.[Br-],cationic,25,2.77989191195995,26.1,0.00000241,0.69,45.9,3.65,1
CCCCCCCCCCCC[NH2+]CC(C)O.[Cl-],cationic,25,2.69250396208679,26.4,0.00000244,0.68,45.6,3.52,1
CCCCCCCCCC(=O)OC[C@H]1OC(OCCC[N+](C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O.[I-],cationic,20,3.16115090926275,33.8,,,,,1
CCCCCCCCCCCC(=O)OC[C@H]1OC(OCCC[N+](C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O.[I-],cationic,20,4.33724216831843,29.6,,,,,1
CCCCCCCCCCCCCC(=O)OC[C@H]1OC(OCCC[N+](C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O.[I-],cationic,20,4.24412514432751,27.3,,,,,1
CCCCCCCCCCCCCCCC(=O)OC[C@H]1OC(OCCC[N+](C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O.[I-],cationic,20,3.92081875395238,33.5,,,,,1
CCCCCCCCCCCCCCCCCC(=O)OC[C@H]1OC(OCCC[N+](C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O.[I-],cationic,20,3.82390874094432,39.7,,,,,1
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],cationic,25,3.468521083,37.2,,,34.77,,1
CCCCCCCCCCCCCCCCOCCOCC[n+]1ccccc1.[Cl-],cationic,25,3.744727495,46.5,,,,,1
CCCCCCCCCCCCCCCCOCC[n+]1ccccc1.[Cl-],cationic,25,3.537602002,46,,,,,1
CCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Cl-],cationic,25,2.283996656,,,,,,2
CCCCCCCCCCCCOCC[N+](C)(C)C.[Cl-],cationic,25,2.148741651,,,,,,2
CCCCCCCCCCCCOCC[n+]1ccccc1.[Cl-],cationic,25,2.161150909,,,,,,2
CCCCCCCCCCOCCOCC[N+](C)(C)C.[Cl-],cationic,25,1.638272164,,,,,,2
CCCCCCCCCCOCCOCC[n+]1ccccc1.[Cl-],cationic,25,1.677780705,,,,,,2
CCCCCCCCCCOCC[N+](C)(C)C.[Cl-],cationic,25,1.514278574,,,,,,2
CCCCCCCCCCOCC[n+]1ccccc1.[Cl-],cationic,25,1.591760035,,,,,,2
CCCCCCCCCC[n+]1ccccc1.[Cl-],cationic,25,1.187086643,,,,,,2
CCCCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],cationic,25,3.638272164,44.6,,0.97,27.9,,2
CCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],cationic,25,3.036212173,44.3,,0.93,28.3,,2
CCCCCCCCCCCCOCCOCCOCC[N+](C)(C)C.[Br-],cationic,25,2.468521083,44.5,,1.21,27.7,,2
CCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],cationic,25,2.431798276,42.6,,0.99,29.6,,2
CCCCCCCCCCCCOCC[N+](C)(C)C.[Br-],cationic,25,2.200659451,41,,0.85,31.2,,2
CCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],cationic,25,1.809668302,44,,0.91,28.5,,2
CCCCCCCCCCCCNC(=O)CC[N+](C)(C)CCC(=O)NCCCCCCCCCCCC.[Br-],cationic,25,4.096910013,27,0.00000377,0.44,45,4.677682088,3
