SMILES,type,EO,PO,CMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,source
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.0076,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 1; name=SODIUM DODECYL 1 SULFATE; temperature=01.0; additives=nan; authors=SCHI; reference=63026; original CMC=7.6 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.0052,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 17; name=SODIUM TETRADECYL 4 SULFATE; temperature=40; additives=nan; authors=WINS; reference=48008; original CMC=5.2 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00515,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 17; name=SODIUM TETRADECYL 4 SULFATE; temperature=40; additives=nan; authors=EVAN; reference=56006; original CMC=5.15 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00512,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 17; name=SODIUM TETRADECYL 4 SULFATE; temperature=40; additives=nan; authors=FLOC; reference=61007; original CMC=5.12 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00523,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 17; name=SODIUM TETRADECYL 4 SULFATE; temperature=45; additives=nan; authors=FLOC; reference=61007; original CMC=5.23 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00538,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 17; name=SODIUM TETRADECYL 4 SULFATE; temperature=50; additives=nan; authors=FLOC; reference=61007; original CMC=5.38 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00557,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 17; name=SODIUM TETRADECYL 4 SULFATE; temperature=55; additives=nan; authors=FLOC; reference=61007; original CMC=5.57 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.0061,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 17; name=SODIUM TETRADECYL 4 SULFATE; temperature=60; additives=nan; authors=WINS; reference=48008; original CMC=6.10 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00585,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 17; name=SODIUM TETRADECYL 4 SULFATE; temperature=60; additives=nan; authors=FLOC; reference=61007; original CMC=5.85 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00621,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 17; name=SODIUM TETRADECYL 4 SULFATE; temperature=65; additives=nan; authors=FLOC; reference=61007; original CMC=6.21 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00662,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 17; name=SODIUM TETRADECYL 4 SULFATE; temperature=70; additives=nan; authors=FLOC; reference=61007; original CMC=6.62 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00711,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 17; name=SODIUM TETRADECYL 4 SULFATE; temperature=75; additives=nan; authors=FLOC; reference=61007; original CMC=7.11 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0,0,0.00476,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 17; name=SODIUM TETRADECYL 4 SULFATE; temperature=RM; additives=nan; authors=WINS; reference=48008; original CMC=4.76 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCOC1C(C(C(C(O1)CO)O)O)O,nonionic,0,0,0.025,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 18; name=OCTYL BETA D GLUCOSIDE; temperature=25; additives=nan; authors=SHIN YAMA; reference=61008; original CMC=2.5 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCOC1C(C(C(C(O1)CO)O)O)O,nonionic,0,0,0.017,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 18; name=OCTYL BETA D GLUCOSIDE; temperature=25; additives=9.3 E-1 N CA CL2; authors=SHIN YAMA; reference=61008; original CMC=1.7 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCOC1C(C(C(C(O1)CO)O)O)O,nonionic,0,0,0.017,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 18; name=OCTYL BETA D GLUCOSIDE; temperature=25; additives=4.7 E-1 N NA CL; authors=SHIN YAMA; reference=61008; original CMC=1.7 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCOC1C(C(C(C(O1)CO)O)O)O,nonionic,0,0,0.012,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 18; name=OCTYL BETA D GLUCOSIDE; temperature=25; additives=9.3 E-1 N NA CL; authors=SHIN YAMA; reference=61008; original CMC=1.2 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCOC1C(C(C(C(O1)CO)O)O)O,nonionic,0,0,0.009,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 18; name=OCTYL BETA D GLUCOSIDE; temperature=25; additives=9.3 E-1 N NA2 S04; authors=SHIN YAMA; reference=61008; original CMC=9. X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCOC1C(C(C(C(O1)CO)O)O)O,nonionic,0,0,0.0125,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 18; name=OCTYL BETA D GLUCOSIDE; temperature=25; additives=8.9 C 0019; authors=SHIN YAMA; reference=61008; original CMC=1.25 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCOC1C(C(C(C(O1)CO)O)O)O,nonionic,0,0,0.015,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 18; name=OCTYL BETA D GLUCOSIDE; temperature=25; additives=3.4 E-1 C 0020; authors=SHIN YAMA; reference=61008; original CMC=1.5 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCOC1C(C(C(C(O1)CO)O)O)O,nonionic,0,0,0.0022,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 19; name=DECYL BETA D GLUCOSIDE; temperature=25; additives=nan; authors=SHIN YAMA; reference=61008; original CMC=2.2 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOC1C(C(C(C(O1)CO)O)O)O,nonionic,0,0,0.00019,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 20; name=DODECYL BETA D GLUCOSIDE; temperature=25; additives=nan; authors=SHIN YAMA; reference=61008; original CMC=1.9 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCC[N+](C)(C)[O-],zwitterionic/ionic,0,0,0.00284,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 21; name=DIMETHYL DODECYL AMINE OXIDE; temperature=01.0; additives=nan; authors=HERR; reference=62005; original CMC=2.84 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCC[N+](C)(C)[O-],zwitterionic/ionic,0,0,0.002,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 21; name=DIMETHYL DODECYL AMINE OXIDE; temperature=25; additives=nan; authors=BENJ; reference=64016; original CMC=2. X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCC[N+](C)(C)[O-],zwitterionic/ionic,0,0,0.0021,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 21; name=DIMETHYL DODECYL AMINE OXIDE; temperature=27; additives=nan; authors=HERR; reference=62005; original CMC=2.10 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCC[N+](C)(C)[O-],zwitterionic/ionic,0,0,0.00183,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 21; name=DIMETHYL DODECYL AMINE OXIDE; temperature=40; additives=nan; authors=HERR; reference=62005; original CMC=1.83 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCC[N+](C)(C)[O-],zwitterionic/ionic,0,0,0.00175,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 21; name=DIMETHYL DODECYL AMINE OXIDE; temperature=50; additives=nan; authors=HERR; reference=62005; original CMC=1.75 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCC[N+](C)(C)[O-],zwitterionic/ionic,0,0,0.00148,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 21; name=DIMETHYL DODECYL AMINE OXIDE; temperature=27; additives=2. E-1 M NA CL; authors=HERR; reference=62005; original CMC=3.4 X10-2 D 1.48 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCC[N+](C)(C)[O-],zwitterionic/ionic,0,0,0.0035,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 21; name=DIMETHYL DODECYL AMINE OXIDE; temperature=25; additives=1. E-1 M NA CL 2.0 E O PH OF SOLUTION; authors=TOKI OHKI; reference=66027; original CMC=3.50 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCC[N+](C)(C)[O-],zwitterionic/ionic,0,0,0.0031,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 21; name=DIMETHYL DODECYL AMINE OXIDE; temperature=25; additives=1. E-1 M NA CL 3.2 E 0 PH OF SOLUTION; authors=TOKI OHKI; reference=66027; original CMC=3.10 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCC[N+](C)(C)[O-],zwitterionic/ionic,0,0,0.00195,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 21; name=DIMETHYL DODECYL AMINE OXIDE; temperature=25; additives=1. E-1 M NA CL 4.2 E 0 PH OF SOLUTION; authors=TOKI OHKI; reference=66027; original CMC=1.95 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCC[N+](C)(C)[O-],zwitterionic/ionic,0,0,0.00125,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 21; name=DIMETHYL DODECYL AMINE OXIDE; temperature=25; additives=1. E-1 M NA CL 5.1 E 0 PH OF SOLUTION; authors=TOKI OHKI; reference=66027; original CMC=1.25 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCC[N+](C)(C)[O-],zwitterionic/ionic,0,0,0.00101,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 21; name=DIMETHYL DODECYL AMINE OXIDE; temperature=25; additives=1. E-1 M NA CL 6.1 E 0 PH OF SOLUTION; authors=TOKI OHKI; reference=66027; original CMC=1.01 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCC[N+](C)(C)[O-],zwitterionic/ionic,0,0,0.001,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 21; name=DIMETHYL DODECYL AMINE OXIDE; temperature=25; additives=1. E-1 M NA CL 7.1 E 0 PH OF SOLUTION; authors=TOKI OHKI; reference=66027; original CMC=1.00 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CC(C)CCCN(CCCC(C)C)CCO.Cl,nonionic,0,0,0.005,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 22; name=DIMETHYL DODECYL AMINE OXIDE HYDROCHLORIDE; temperature=25; additives=1. E-2 M H CL; authors=BENJ; reference=64016; original CMC=5. X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CC(C)CCCN(CCCC(C)C)CCO.Cl,nonionic,0,0,0.00714,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 22; name=DIMETHYL DODECYL AMINE OXIDE HYDROCHLORIDE; temperature=27; additives=1. E-3 M H CL; authors=HERR; reference=62005; original CMC=1.9 X10-1 D 7.14 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CC(C)CCCN(CCCC(C)C)CCO.Cl,nonionic,0,0,0.00676,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 22; name=DIMETHYL DODECYL AMINE OXIDE HYDROCHLORIDE; temperature=27; additives=1. E-2 M H CL; authors=HERR; reference=62005; original CMC=1.8 X10-1 D 6.76 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CC(C)CCCN(CCCC(C)C)CCO.Cl,nonionic,0,0,0.00127,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 22; name=DIMETHYL DODECYL AMINE OXIDE HYDROCHLORIDE; temperature=27; additives=1. E-3 M H CL 2. E-2 M NA CL; authors=HERR; reference=62005; original CMC=3.4 X10-2 D 1.27 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CC(C)CCCN(CCCC(C)C)CCO.Cl,nonionic,0,0,0.0018,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 22; name=DIMETHYL DODECYL AMINE OXIDE HYDROCHLORIDE; temperature=27; additives=1. E-3 M H CL 1. E-1 M NA CL; authors=HERR; reference=62005; original CMC=4.8 X10-2 D 1.80 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Ag+],anionic,0,0,0.0073,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 23; name=SILVER DODECYL 1 SULFATE; temperature=35; additives=nan; authors=CORK GOOD; reference=62006; original CMC=7.3 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Ag+],anionic,0,0,0.0084,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 23; name=SILVER DODECYL 1 SULFATE; temperature=55; additives=nan; authors=CORK GOOD; reference=62006; original CMC=8.4 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Ag+],anionic,0,0,0.0047,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 23; name=SILVER DODECYL 1 SULFATE; temperature=35; additives=1. E-2 M AG N03; authors=CORK GOOD; reference=62006; original CMC=4.7 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].[Ag+],anionic,0,0,0.0054,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 23; name=SILVER DODECYL 1 SULFATE; temperature=35; additives=1. E-2 M NA N03; authors=CORK GOOD; reference=62006; original CMC=5.4 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCCCCOS(=O)(=O)[O-].[Ca+2],anionic,0,0,0.0013,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 24; name=CALCIUM DODECYL 1 SULFATE; temperature=54; additives=nan; authors=MIYA; reference=60029; original CMC=1.3 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCC(=O)OCCS(=O)(=O)[O-].[Na+],anionic,0,0,0.098,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 25; name=SODIUM ETHYL ALPHA SULFOPELARGONATE; temperature=UNK; additives=nan; authors=STIR WEIL; reference=62008; original CMC=9.80 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],anionic,0,0,0.0156,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 26; name=SODIUM AMYL ALPHA SULFOPELARGONATE; temperature=UNK; additives=nan; authors=MAUR STIR; reference=64002; original CMC=1.56 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],anionic,0,0,0.016,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 26; name=SODIUM AMYL ALPHA SULFOPELARGONATE; temperature=UNK; additives=nan; authors=STIR WEIL; reference=62008; original CMC=1.60 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCC(=O)OC(C)CS(=O)(=O)[O-].[Na+],anionic,0,0,0.007,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 27; name=SODIUM HEXYL ALPHA SULFOPELARGONATE; temperature=UNK; additives=nan; authors=STIR WEIL; reference=62008; original CMC=7.0 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCC(=O)OCCS(=O)(=O)[O-].[Na+],anionic,0,0,0.0045,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 28; name=SODIUM HEPTYL ALPHA SULFOPELARGONATE; temperature=UNK; additives=nan; authors=STIR WEIL; reference=62008; original CMC=4.5 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
C(CCCCCCCCC(=O)O)CCCCCCCCS(=O)(=O)[O-].[Na+],anionic,0,0,0.0012,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 29; name=SODIUM NONYL ALPHA SULFOPELARGONATE; temperature=UNK; additives=nan; authors=STIR WEIL; reference=62008; original CMC=1.2 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],anionic,0,0,0.0005,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 30; name=SODIUM DECYL ALPHA SULFOPELARGONATE; temperature=UNK; additives=nan; authors=STIR WEIL; reference=62008; original CMC=5. X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],anionic,0,0,0.0036,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 31; name=SODIUM 2 OCTYL ALPHA SULFOPELARGONATE; temperature=UNK; additives=nan; authors=STIR WEIL; reference=62008; original CMC=3.6 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],anionic,0,0,0.0019,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 32; name=SODIUM 2 ETHYLHEXYL ALPHA SULFOPELARGONATE; temperature=UNK; additives=nan; authors=STIR WEIL; reference=62008; original CMC=1.9 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],anionic,0,0,0.0005,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 33; name=SODIUM /0X0/ DECYL ALPHA SULFOPELARGONATE; temperature=UNK; additives=nan; authors=STIR WEIL; reference=62008; original CMC=5. X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCC(CCCCCCCC(=O)OCCC)S(=O)(=O)[O-].[Na+],anionic,0,0,0.0001,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 34; name=SODIUM DODECYL ALPHA SULFOPELARGONATE; temperature=UNK; additives=nan; authors=STIR WEIL; reference=62008; original CMC=1. X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCN.Cl,nonionic,0,0,0.032,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 37; name=DECYLAMMONIUM CHLORIDE; temperature=20; additives=nan; authors=RALS HOER; reference=42002; original CMC=3.2 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCN.Cl,nonionic,0,0,0.04,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 37; name=DECYLAMMONIUM CHLORIDE; temperature=25; additives=nan; authors=KLEV; reference=48005; original CMC=4. X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCN.Cl,nonionic,0,0,0.048,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 37; name=DECYLAMMONIUM CHLORIDE; temperature=25; additives=nan; authors=KLEV; reference=53010; original CMC=4.8 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCN.Cl,nonionic,0,0,0.054,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 37; name=DECYLAMMONIUM CHLORIDE; temperature=25; additives=nan; authors=HOYE GREE; reference=57004; original CMC=5.40 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCN.Cl,nonionic,0,0,0.038,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 37; name=DECYLAMMONIUM CHLORIDE; temperature=40; additives=nan; authors=RALS HOER; reference=42002; original CMC=3.8 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCN.Cl,nonionic,0,0,0.038,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 37; name=DECYLAMMONIUM CHLORIDE; temperature=60; additives=nan; authors=RALS HOER; reference=42002; original CMC=3.8 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCN.Cl,nonionic,0,0,0.04,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 37; name=DECYLAMMONIUM CHLORIDE; temperature=RM; additives=nan; authors=VEIS HOER; reference=60001; original CMC=4. X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCN.Cl,nonionic,0,0,0.0156,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 38; name=DODECYL AMMONIUM CHLORIDE; temperature=15; additives=nan; authors=EGGE HARW; reference=51006; original CMC=1.56 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCN.Cl,nonionic,0,0,0.0145,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 38; name=DODECYL AMMONIUM CHLORIDE; temperature=18; additives=nan; authors=HOYE GREE; reference=57004; original CMC=1.45 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCN.Cl,nonionic,0,0,0.015,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 38; name=DODECYL AMMONIUM CHLORIDE; temperature=20; additives=nan; authors=SATA TYUZ; reference=53006; original CMC=1.5 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCN.Cl,nonionic,0,0,0.0156,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 38; name=DODECYL AMMONIUM CHLORIDE; temperature=20; additives=nan; authors=EGGE HARW; reference=51006; original CMC=1.56 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
